age,country,director,film_length,img,language,score,screenwriter,summary,title,to_star,type
片长:,中国大陆,侯国涛,又,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2571448144.jpg,汉语普通话,5.6,梁杰理/吕晨悦/王俐丹,讲述一终日与大猩猩为伴的太行山上野人“山魁”，霸踞山林，人莫详知。偶然救下被仇人追杀误闯山林的小女孩“箜儿”。一场古代武侠族群间的争霸暗战也就此撕裂。人类野性中的“抵抗”，与山林野兽的“温情”，层叠出跨越血肉的救赎之勇。,野王,梁杰理/吕晨悦/王俐丹,喜剧/冒险/古装
2020-01-28,美国,莉兹·加伯斯,片,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2581064917.jpg,英语,6.3,迈克尔·韦/Robert Kolker,艾米·莱安(《失踪宝贝》《火线》)将替代莎拉·保罗森主演犯罪新片《失足少女》(LostGirls)，该项目也从亚马逊转移到了Netflix。奥斯卡提名纪录片导演、制片人莉兹·加博斯(《发生了什么，西蒙妮小姐？》)首次执导剧情长片，MichaelWerwie(《极端邪恶》)编写剧本，讲述真实犯罪故事：MariGilbert无情地驱使执法人员寻找她失踪的女儿，在此过程中，揭露了一波又一波年轻的女性工作者被谋杀在长岛南岸堰洲岛的未被解决的案件。,失踪女孩 Lost Girls,托马辛·麦肯齐/艾米·莱安/迪恩·文特斯,剧情/悬疑/惊悚
片长:,法国,露西·波尔图,又,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2571391659.jpg,法语,6.4,露西·波尔图/杰瑞米·埃尔卡伊姆/莱拉·斯利马尼,"改编自蕾拉·斯利玛尼同名小说《温柔之歌》。

　　米莉亚姆生育两个孩子之后，再也无法忍受平庸而琐碎的家庭主妇生活，她和丈夫保罗决定雇佣一个保姆，路易丝就这样进入了他们的生活。路易丝无所不能、近乎完美，米莉亚姆夫妇总是骄傲地向别人介绍：“我家的保姆是个仙女。”随着相互依赖的加深，隔阂与悲剧也在缓缓发酵。",温柔之歌 Chanson douce,嘉莲·维雅/莱拉·贝蒂/安托万·赖纳茨,剧情/犯罪
片长:,美国,迈克尔·肖沃特,又,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2581065467.jpg,英语,5.9,阿隆·艾布拉姆斯/马丁·格罗/Brendan Gall,一对情侣（伊萨·雷和库梅尔·南贾尼饰）正在互诉衷肠，结果被无意中卷入了一场谋杀迷局。洗刷罪名的过程极端又滑稽，他们必须挺过这一夜，以保住两人的恋情和性命。,爱情鸟的自救 The Lovebirds,库梅尔·南贾尼/伊萨·雷/安娜·坎普,喜剧/犯罪
132分钟,加拿大 / 美国,梅丽娜·马苏卡斯,IMDb链,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2572379837.jpg,英语,7.2,丽娜·维特/詹姆斯·弗雷,"丹尼尔·卡卢亚(《逃出绝命镇》《黑豹》)将主演环球新片《皇后与瘦子》(Queen&Slim)，已定档2019年11月27日北美上映，明年1月开拍。该片是一部复杂的剧情片，讲述一对黑人男女“皇后”和“瘦子”第一次约会，开车被警察叫停。之后的发展跟《逃出绝命镇》就不一样了：两人因自我防卫杀死了那名警察，随后没有自首，而是一起亡命天涯。希望藉由这个爱情故事探索美国的社会和政治。女主角皇后正在选演员，计划用新面孔。

　　《无为大师》《头号玩家》的丽娜·维斯编剧，她的《无为大师》导演搭档MelinaMatsoukas执导，这也是后者首次导演电影。剧本是基于《百万碎片》作者、争议作家詹姆斯·弗雷写的一版剧本进行改编，新电影公司Makeready注资。",皇后与瘦子 Queen & Slim,朱迪·特纳-史密斯/丹尼尔·卡卢亚/茵蒂娅·摩尔,剧情
2020-02-28,日本,诸田敏,64,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2566905271.jpg,日语,6.7,毛利亘宏,"2018年9月——平凡的高中生们正在为各自的前途奋战。

　　明光院景都正为了梦想的柔道金牌而努力，然而，他在比赛中受伤，从此再难踏上柔道选手之路。明光院心灰意冷之时，神秘的青年突然出现并拿出手表及驱动器……

　　此外，班级里也突然来了一位名为海东大树的转学生……

　　错综复杂的阴谋，层层交叠的陷阱。等待着明光院、庄吾还有月读的，究竟是什么样的未来?",假面骑士时王：盖茨王权 仮面ライダージオウ NEXT TIME ゲイツ、マジェスティ,押田岳/奥野壮/大幡诗绘理,动作/科幻/冒险
2019-12-26,韩国,许秦豪,132,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2573803146.jpg,韩语,6.6,郑凡植/李智敏,崔岷植与韩石圭有望在《生死蝶变》后时隔20年再度合作，一起出演古装电影《天文》。《天文》将由《德惠翁主》的导演许秦豪执导，将讲述世宗大王和著名科学家蒋英实的故事。,天文：问天 천문: 하늘에 묻는다,崔岷植/韩石圭/申久,剧情/历史/古装
片长:,英国,迈克尔·塞缪尔斯,又,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2582275464.jpg,英语,7.4,Simon Block,第二次世界大战后在英国被安置和重建的大屠杀儿童的悲惨故事，并最终使人得以肯定。它始于新大陆的不确定性和恐惧，但最终导致了所有人都珍惜的希望和善意以及终生的友谊和幸福。,温德米尔儿童 The Windermere Children,托马斯·克莱舒曼/萝玛拉·嘉瑞/伊恩·格雷,剧情/战争
2020-05-08,中国大陆,崔炎龙,96,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2601923112.jpg,汉语普通话,5.9,崔炎龙/陈萍萍,北宋年间，景阳冈上猛虎屡屡伤人，导致谣言四起民心飘摇。在这人人自危的时刻，辽人萧赞更是以此为由头，指挥江湖恶人借机生事，为所欲为。路经此地的武松被卷入乱世纷争，路见不平一声吼，哪怕前路危机重重，武松也毫不胆怯，誓要凭一腔热血粉碎天下万恶，拯救苍生于水火。,伏虎武松,袁福福/闫佳颖/张亚奇,动作/武侠/古装
2020-02-28,美国,贝赫·泽特林,111,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2573546947.jpg,英语,6.5,贝赫·泽特林/伊丽莎·泽特琳,“小飞侠彼得·潘”故事再度新编，讲述女孩Wendy迷失在了一个年龄和时间脱节的神秘岛屿，她必须努力斗争，拯救家庭和自由，让自己快乐年轻的灵魂免于“长大”的威胁。,温蒂 Wendy,德万·法兰斯/亚书亚·麦克/盖奇·纳昆,剧情/奇幻
145分钟,印度,Trivikram Srinivas,IMDb链,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2579407695.jpg,泰卢固语,6.3,Trivikram Srinivas,舞神阿留阿俊来袭一名在父亲责备声中隐忍长大的年轻人得知自己出生时与百万富翁的儿子调了包他的整个世界因此而颠覆……,调包富少的逆袭 Ala Vaikunthapurramuloo,阿卢·阿尔军/普嘉·海婅/塔布,动作
片长:,英国,迈克尔·温特伯顿,又,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2594901616.jpg,英语,6.2,史蒂夫·库根/罗伯·布莱顿/克莱尔·基兰,影片除了喋喋不休的逗趣逗嘴，观众还将追随影片中欣赏到著名的德尔菲的阿波罗神庙、雅典的古阿格拉、埃皮达鲁斯的古剧院、独特的海德拉岛、迪罗斯的洞穴、内斯特的宫殿、皮洛斯的尼奥卡斯特罗要塞和古斯塔吉拉等美丽风光。,希腊环游记 The Trip to Greece,史蒂夫·库根/罗伯·布莱顿/克莱尔·基兰,剧情/喜剧
片长:,德国 / 乌克兰 / 英国 / 俄罗斯,伊利亚·赫尔扎诺夫斯基,又,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2601128944.jpg,俄语,6.8,伊利亚·赫尔扎诺夫斯基,一位孤独的家庭主妇邀请她的母亲在她居住的封闭式科学研究所探望她，在那里他们面对着共同生活的挣扎和丑闻。,列夫·朗道：诺拉与母亲 DAU. Nora Mother,Teodor Currentzis/Lydia Shchegoleva/Radmila Shegoleva,剧情
片长:,日本,村野佑太,又,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2570352974.jpg,日语,6.4,大河内一楼/宗田理,动画版的故事设定在2020年，讲述了某学校中学一年级的男学生们，集体在废弃工厂建立所谓的“解放区”，并发动了针对大人们的“叛乱”后的故事，借此反映了学生学业过重、学校对学生任意进行体罚等种种社会问题。,我们的七日战争 ぼくらの7日間戦争,芳根京子/北村匠海/宫泽理惠,动画
片长:,挪威,帕尔·奥耶,又,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2580628804.jpg,挪威语,6.0,克耶尔斯蒂·海伦·拉斯穆森,一辆油罐车在隧道内发生车祸，回家过圣诞的路人被困于隧道大火，山上暴风雪肆虐，急救人员奋力赶往事故隧道，展开救援行动,夺命隧道 Tunnelen,托尔比约恩·哈尔/伊尔瓦·伯杜德/丽莎·卡勒希德,惊悚/灾难
103分钟,德国 / 乌克兰 / 英国 / 俄罗斯,伊利亚·赫尔扎诺夫斯基,IMDb链,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2601358556.jpg,俄语,6.7,伊利亚·赫尔扎诺夫斯基,故事发生于1956年，备受尊敬的苏联科学家DAU遇见了年轻时的恋人Maria。Maria已是一名希腊演员，准备在莫斯科度过三日时光。两人已经25年未见面。虽然DAU在事业上建树颇丰，他的家庭生活却难谓圆满，甚至令他倍感痛苦。DAU希望通过Maria找回逝去的青春年华。他的妻子Nora突然回到家中，打破了他的幻想。,列夫·朗道：三日 ДАУ. Три дня,特奥特·库伦特基斯/Maria Nafpliotou/拉德米拉·谢戈列瓦,剧情
片长:,中国大陆,项秋良,又,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2611741995.jpg,汉语普通话,6.1,马怀昌/项秋良/项河生/李嫄,抗日战争时期，日寇对冀中平原进行“大扫荡”，进步青年叶成从北平学成归来加入了村里的地道建设，面对不解和质疑，在党员马政委的领导下，叶成用所学知识带领村民升级完善地道，一次次巧妙化解日军的袭击。狡猾的日军将领采用孤立策略，扫除了叶成周边的地道村。岌岌可危之下，叶成主动出击，利用周边地形将地道连成网络摧毁了敌军的后方炮楼，对日军进行反包围，大获全胜。,奇袭地道战,刘林城/邵芸/刘亚津,剧情/战争
片长:,中国香港,周显扬,又,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2595882406.jpg,汉语普通话,4.8,周显扬/杜致朗/文萧/邹佩君,拳坛上所向披靡的“死神”周始因一次意外被判入狱五年，出狱后妻子离世，只剩女儿周自在等他。年幼的女儿被发现患上白血病，周始为完成女儿心愿，以36岁高龄重返擂台，与拳王展开IBF金腰带争夺战。即使体能消耗殆尽、头破血流、视线模糊、血肉飞溅，亦会继续打下去，直至分出胜负…,我们永不言弃 我們永不言棄,韩庚/邬君梅/蔡书灵,剧情/动作
片长:,日本,诹访敦彦,又,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2577057800.jpg,日语,6.2,狗饲恭子/诹访敦彦,影片讲述少女小春从广岛回到故乡岩手，去往风的电话所在地的一段旅程，是一个关于内心治愈，以及我们忘却的珍贵记忆的故事。,风的电话 風の電話,莫托拉·世理奈/西岛秀俊/三浦友和,剧情
101分钟,澳大利亚,托尼·蒂尔斯,IMDb链,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2532707287.jpg,英语,6.0,黛博拉.考克斯,基于KerryGreenwood所著同名畅销书，讲述20年代私家侦探芙里妮·费雪在澳洲探案的经历。,费雪小姐和泪之穴 Miss Fisher & the Crypt of Tears,埃茜·戴维斯/内森·佩吉/阿什莉·卡明斯,悬疑
2020-02-14,英国,本·库克森,109,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567468066.jpg,英语,6.8,本·库克森/迈克尔·莫波格/Toby Torlesse,设定在二战时期，围绕一个年轻牧童展开故事，他涉及到走私犹太儿童穿越边境前往西班牙的交易中。,等待安雅 Waiting for Anya,安杰丽卡·休斯顿/让·雷诺/尼古拉斯·罗尔,剧情/战争
115分钟,美国,克拉克·杜克,IMDb链,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2599417379.jpg,英语,6.1,克拉克·杜克,本片讲述迪克西黑手党中两名低级毒贩(海姆斯沃斯、杜克饰)本按照阿肯色州毒枭(沃恩饰)的命令生活，但一笔交易出了可怕的差错，随之而来的是致命的后果。,阿肯色 Arkansas,利亚姆·海姆斯沃斯/文斯·沃恩/克拉克·杜克,犯罪
85分钟,美国,刘山姆,IMDb链,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2587880225.jpg,英语,4.8,J·M·德马泰/马克·米勒,"红子动画真的来了，经典DC漫画《超人：红色之子》动画版发布首张剧照，苏联超人亮相。

　　杰森·伊萨克斯(《蝙蝠侠：红影迷踪》)配音超人，“根妹”艾米·阿克配音路易斯·莱恩，戴德里克·巴德配音莱克斯·卢瑟，瓦内萨·马歇尔配音神奇女侠，罗杰·克莱格·史密斯配音蝙蝠侠。

　　《红子》由刘山姆(《超人之死》《超人王朝》)执导，将于明年第一季发碟和登陆数字平台。漫画来自马克·米拉，提出：如果超人不是降落在美国小镇，而是在乌克兰，长大成为了苏联领导人，胸前的S变成镰刀和锤子，他和世界会是怎样？对社会主义、资本主义、历史和人性的探讨相当有意思。",超人：红色之子 Superman: Red Son,詹森·艾萨克/艾米·阿克/戴德里克·巴德,动画
2020-06-29,马来西亚,季竹青,108,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2578831848.jpg,汉语普通话,6.8,季竹青,"吉隆坡的德诚华人高中附近发生了一起连环杀人事件，单身母亲刘梅（36岁）的高中生儿子辰辰（17岁）被列为杀害同班同学刚子（17岁）的头号嫌疑犯，下落不明。被害人刚子的母亲顾毓芬（40余岁）面对儿子的突然死亡精神恍惚，生活陷入僵局。作为被害人的母亲，顾毓芬成了所有人同情的对象，而作为凶手的母亲，刘梅却成了众矢之的。

　　然而事情并没有表面看到的那么简单。在如今的“监视型社会”的压力下，偶然发现了自己儿子另一面的两位母亲,要面对的不仅仅是失去孩子的痛苦，还有很多意想不到的抉择。眼睛看到的是事实，却未必是真实。",加害者，被害人 Victim(s),黄璐/韩家濠/林健文,剧情/同性/犯罪
片长:,英国 / 美国,丹尼斯·塔诺维奇,又,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2588262927.jpg,英语 / 瑞典语 / 俄语 / 德语 / 法语,6.1,Ellen Furman/丽莎·马克伦德/詹姆斯·帕特森 /安德鲁·斯特恩,杰弗里·迪恩·摩根(《行尸走肉》)、法米克·詹森([x战警]、[飓风营救])将共同出演全新影片[明信片杀戮]，该片由雅努什·卡明斯基执导，改编自詹姆斯·帕特森、丽莎·马克伦德的原著小说。故事讲述纽约侦探(摩根饰)的女儿和女婿在伦敦遭遇残忍杀害，而这让他的生活陷入混乱，就此他开始展开调查，而每到一个地方，他都将类似谋杀案以明信片形式寄给一名记者。片中法米克·詹森扮演其妻子。杰米·布莱克利也加盟该片。GoodFilmsCollective制作发行影片，影片预计明年上映。,明信片杀戮 The Postcard Killings,杰弗里·迪恩·摩根/法米克·詹森/娜奥米·巴特里克,悬疑/犯罪
2020-03-13,美国,安德鲁·欧文,115,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2566581198.jpg,英语,6.6,乔恩·欧文/乔·戈恩,讲述了基督教音乐明星杰里米·坎普的真实生活故事和他爱与失去的旅程，这似乎证明了永远都有希望。,我仍然相信 I Still Believe,布丽特·罗伯森/K·J·阿帕/梅丽莎·罗斯伯格,剧情/爱情/音乐
片长:,中国大陆,胡国瀚,又,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2584700822.jpg,汉语普通话,5.8,夏天兰/胡国瀚,本片讲述了一夜之间二十七具尸体被悬挂当街，且都被抽去了骨头，死相诡谲。向来不信邪的宋慈以一种追求极致真相的态度与女助手雨墨深入调查。通过对死者关系网的盘查，宋慈发现这是起随机杀人案，有价值的是“27”这个数字，这与十年前的波旬教案有关，他向恩师耿知年请教，谁知当天二十七具尸体就在府衙中自燃，虽灰飞烟灭却有迹可寻，宋慈不得不怀疑这一切正和当年负责波旬教案的耿知年有关。与此同时，怀揣着隐秘身世的雨墨也已渐渐接近“真相”，那是她同样无法接受的真相……,法医宋慈,于震/许清雅/潘长江,悬疑/古装
2020-01-09,美国,彼得·西格尔,片,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2552656717.jpg,英语,6.0,埃里希·霍贝尔/乔·霍贝尔,特工J.J.（戴夫巴蒂斯塔饰）执行任务时闯出大祸，为了补锅，被委派与拍档波比监视一对母女，点知被目标人物之一的九岁小妹妹──苏菲（高儿寇曼饰）轻易识破。惨被揸住痛脚的J.J.唯有不断满足苏菲的要求，不但陪玩陪笑陪返学，居然还要教苏菲做间谍，闹出无穷笑料。古惑的苏菲更帮J.J.与她妈妈姬蒂牵红线，势要将J.J.这座冰山劈开！正当J.J.逐渐融入这对母女的生活时，潜伏的危机却慢慢浮现……,我的间谍 My Spy,戴夫·巴蒂斯塔/克洛伊·科尔曼/克里斯汀·沙尔,喜剧/动作
90分钟,中国大陆,卢庚戌,IMDb链,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2572401707.jpg,汉语普通话,4.0,丛洋/王九苓/张挺/王佳伟/刘珊/董润年,"根据经典同名歌曲改编，还原校园民谣时期大学校园里的一段真实故事。

　　当母胎单身的工科男欧洋（谢彬彬饰）邂逅文艺女校花方瑶（徐娇饰），为了毕业前脱单，欧洋阴差阳错地学起了吉他，伙同损友们上演了一出“音乐求爱”的大戏，于是一段充满欢笑眼泪，热血而又遗憾的初恋开始了……",一生有你2019,徐娇/谢彬彬/晏紫东,爱情
120分钟,美国,泰勒·派瑞,IMDb链,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2579629375.jpg,英语,6.5,泰勒·派瑞,影片讲述葛蕾丝·华特斯经历前夫出轨的情伤后，终于靠着新恋情重新站起。谁知美好表象下藏有无数秘密，葛蕾丝在发现真相之后，身心受创的她开始反击。,失宠 A Fall from Grace,亚德里安·帕斯达/泰勒·派瑞/西西莉·泰森,惊悚
片长:,美国,Nicole Conn,又,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2602894273.jpg,英语,7.7,佐伊·文图拉/凯拉·拉多姆斯基/凯伊·兰兹/哈莉·简·科扎克/弗伦奇·斯图尔特/布洛克·艾略特/莱斯利·尼科尔/布鲁斯·戴维森,一位身败名裂的联邦调查局探员，被停职，在失去母亲的痛苦中挣扎，来到了她小时候常去的小山村。她得到了一个特殊需要的男孩的朋友，他拥有非凡的天赋，通过他坚不可摧的精神和独特的人生观治愈他人。虽然她很受伤，但她开始透过他的眼睛看到拼图的碎片。,美好正逢时 More Beautiful for Having Been Broken,佐伊·文图拉/凯拉·拉多姆斯基/凯伊·兰兹,爱情/同性
2019-12-05,意大利 / 德国,马尔科·达莫雷,115,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2574932853.jpg,意大利语,7.0,马尔科·达莫雷/莱昂纳多·法索利/Francesco Ghiaccio/Maddalena Ravagli/Giulia Forgione,西罗的身体正沉没在那不勒斯海湾的黑色水域里，在下沉的过程中，记忆不断涌现上来，水声与逃跑者的尖叫声混杂在一起。1980年发生了地震，大楼通通倒塌，破碎的瓦砾下，传出了婴儿的哭声。十年后，当初的婴儿已经长大，他无父无母，在那不勒斯的街头苟且活着。长期以来的经历都是他犯罪道路上最生动的教材，他也因此成为了——命硬仔西罗。,不朽的西罗 L'immortale,马尔科·达莫雷/Darta Danevica/Gennaro Di Colandrea,剧情/动作/犯罪
2020-02-14,日本,成岛出,106,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2575439681.jpg,日语,6.2,奥寺佐渡子,故事改编自太宰治未完成遗作小说，讲述了拥有好几个情妇的文艺杂志主编田岛周二为了和她们分手，希望贪恋钱财的永井キヌ子假扮他的妻子。这对“假夫妇”将上演什么样的故事呢~,Goodbye 以谎言开端的人生喜剧 グッドバイ～嘘からはじまる人生喜劇～,大泉洋/小池荣子/水川麻美,喜剧
2020-02-15,美国,彼得·派格,85,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2581161597.jpg,英语,6.7,彼得·派格/约书亚·森特,影片由派格执导，博尔利将饰演山姆，他是一位帅气、有趣、神经质、聪明的同性恋，他在高中时便出柜，在一个密苏里州的小镇，这需要很大的勇气。Terho饰演哈利，两人在情人节那天一起开车前往朋友的订婚派对，当山姆得知哈利已经出柜了，两人又被迫在路边的汽车旅馆过夜，这是否会激起火花？,关于哈利的那些事 The Thing About Harry,布丽特·巴伦/杰克·博尔利/卡拉莫·布朗,喜剧/爱情/同性
片长:,波兰,扬·科马萨,又,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2600607860.jpg,波兰语 / 英语,6.9,马特兹·帕斯维克兹,在一个有过共产主义历史的欧式社会中，文化精英和被剥夺选举权的年轻人都看到黑暗力量席卷欧洲。然后，有些人会从不可避免的冲突和随之而来的混乱中受益，例如失意的法律系学生托梅克（马切伊·穆夏洛夫斯基饰），他竭力要引起童年时代的朋友佳比（凡妮莎·亚历山大饰）的注意，获得她的进步家庭的尊重。为了给佳比留下深刻印象，托梅克在一家名声在外但罔顾道德的公关公司工作。他奉命在社交媒体上进行策划，很快发现自己擅长这种肮脏的政治游戏。但他的所作所为是要付出人性代价的。随着托梅克越陷越深，他的人性慢慢丧失，亦不知要如何收拾残局。,自杀房间2：仇恨者 Sala samobójców. Hejter,马切伊·穆萨洛斯基/凡妮莎·亚历山大/达努塔·斯腾卡,剧情/惊悚
上映日期:,法国 / 美国 / 德国 / 英国,乔纳森·雅库博维奇,2020-03-27(美国网,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2588939745.jpg,英语,6.7,乔纳森·雅库博维奇,"从启发迈克杰克逊的“太空漫步”到创造Bip小丑的经典形象，法国传奇默剧大师马歇·马叟（MarcelMarceau）对流行文化的影响空前深远。而他年轻时一段鲜为人知的地下战士经历，也如他的艺术一样非凡伟大。

　　二战时法国被占领期间，马歇通过他善于伪造的天赋以及幽默感，在许多生死攸关的地下抗战任务中起到了至关重要的作用，他与兄弟们并肩作战，成功从纳粹手里解救了无数孩子，将他们穿过阿尔卑斯山送到瑞士。马歇的英雄行为也感动和激励了成千上万的人们。",无声的抵抗 Resistance,杰西·艾森伯格/艾德·哈里斯/克蕾曼丝·波西,剧情/传记/历史/战争
2020-07-16,加拿大 / 美国,罗宾·普劳特,94,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2610789507.jpg,英语,6.1,米卡·拉纳姆,一位在野生动物保护区生活的猎人被迫卷入了一场致命的猫捉老鼠的游戏，他和当地治安官出发去追踪一名凶手，而凶手可能正是几年前绑架了他的女儿的神秘人。,沉默 The Silencing,尼古拉·科斯特-瓦尔道/卡勒布·埃尔斯沃斯·克拉克/乔什·克鲁达斯,动作/惊悚/犯罪
片长:,美国,迈克尔·克里斯托弗,又,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2581003002.jpg,英语,5.6,迈克尔·克里斯托弗,患有自闭症的酒店夜班服务员巴特(泰伊·谢里丹饰)为提高社交能力，他利用监控纪录客人一举一动。某天一名女客人被杀害后，警方开始怀疑他。然而杀手还在行动，他既要面对警方又要找到真凶。,夜班服务员 The Night Clerk,泰伊·谢里丹/安娜·德·阿玛斯/海伦·亨特,剧情/犯罪
2020-03-25,西班牙,大卫·帕斯特尔,103,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2617235405.jpg,西班牙语,6.5,大卫·帕斯特尔/亚历克斯·帕斯特尔,一位失业的广告主管开始跟踪他以前房屋的新房客，而他的家庭动机变得险恶。,家怨 Hogar,哈维尔·古铁雷斯/马里奥·卡萨斯/大卫·贝尔达格尔,剧情/悬疑/惊悚
2020-04-12,美国,伊桑·斯波尔丁,80,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2589037112.jpg,英语,7.3,杰瑞米·亚当斯/埃德·布恩,聚焦了异世界和地球之间的千载难逢的比赛，这场比赛将最终决定地球和人类所有的公民的命运。地球保护者雷电必须聚集其领域最伟大的战士，以从邪恶的尚宗手上保卫地球，从而结束所有战斗。,真人快打传奇：蝎子的复仇 Mortal Kombat Legends: Scorpions Revenge,Grey Griffin/詹妮弗·卡朋特/乔尔·麦克哈尔,动作/动画/冒险
片长:,加拿大,克里斯·皮尔恩,又,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2591913468.jpg,英语,6.4,克里斯·皮尔恩/洛伊丝·劳里/Mark Stanleigh,改编自知名作家露易丝·劳瑞的小说，讲述威乐比家4个孩子认为父母烂透了，他们自己过会更好，于是策划了一场危险的旅行送父母“上路”。同时孩子们和保姆踏上一趟多彩的旅程，寻找“家庭”的真正含义。,威洛比家的孩子们 The Willoughbys,威尔·福特/马丁·肖特/阿莱西娅·卡拉,喜剧/动画
