ISBN,author,binding,comments,img_url,link,page,press,price,score,time,title,translator
9787530217559,[日] 东野圭吾,精装,18323,https://img9.doubanio.com/view/subject/s/public/s29623074.jpg,https://book.douban.com/subject/27200261/,240,北京十月文艺出版社,45,7.6,2018-1,假面山庄,陈文娟
9787532764266,日本NHK特别节目录制组,平装,11498,https://img9.doubanio.com/view/subject/s/public/s27235715.jpg,https://book.douban.com/subject/25822105/,269,上海译文出版社,CNY 45.00,8.3,2014-3,无缘社会,高培明
9787547006078,太宰治,平装,6899,https://img2.doubanio.com/view/subject/s/public/s4154403.jpg,https://book.douban.com/subject/4259314/,181,万卷出版公司,19.80元,8.3,2010.1,人间失格,李欣欣、游绣月
9787544767620,[日] 谷崎润一郎,65.00,2791,https://img1.doubanio.com/view/subject/s/public/s29474517.jpg,https://book.douban.com/subject/27068645/,580,译林出版社,65.00,8.9,2017-6,细雪,周逸之
9787544285643,[日] 东野圭吾,精装,12369,https://img1.doubanio.com/view/subject/s/public/s29236389.jpg,https://book.douban.com/subject/26906797/,312,南海出版公司,45.00元,7.7,2017-1-1,圣女的救济,袁斌
9787544265584,[日] 川端康成,精装,11472,https://img1.doubanio.com/view/subject/s/public/s28371548.jpg,https://book.douban.com/subject/24736900/,208,南海出版公司,29.50,8.2,2013-9-15,千只鹤,叶渭渠
9787540497743,[日] 涩泽龙彦,平装,84,https://img9.doubanio.com/view/subject/s/public/s33721515.jpg,https://book.douban.com/subject/35190899/,320,浦睿文化·湖南文艺出版社,58,8.8,2020-10,极乐鸟与蜗牛,黄怡轶
9787543633650,夏目漱石,平装,8990,https://img2.doubanio.com/view/subject/s/public/s3606963.jpg,https://book.douban.com/subject/1400059/,262,青岛出版社,19.80,8.7,2005-05-01,心,林少华
9787544281331,[日] 东野圭吾,精装,16599,https://img1.doubanio.com/view/subject/s/public/s28373307.jpg,https://book.douban.com/subject/26651926/,232,南海出版公司,39.50,8.0,2015-1,红手指,于壮
9787020114115,[日] 乙一,平装,6489,https://img9.doubanio.com/view/subject/s/public/s33666435.jpg,https://book.douban.com/subject/26723423/,368,人民文学出版社,49.80,8.3,2016-8-1,动物园,张筱森
9787532776580,[日] 村上春树,平装,26756,https://img3.doubanio.com/view/subject/s/public/s29687411.jpg,https://book.douban.com/subject/27199470/,780,上海译文出版社,98.00元,7.5,2018-3,刺杀骑士团长,林少华
9787544258210,[日] 东野圭吾,精装,12148,https://img9.doubanio.com/view/subject/s/public/s30014644.jpg,https://book.douban.com/subject/27115970/,336,南海出版公司,45.00元,8.0,2017-11,秘密,连子心
9787532734191,[日] 村上春树,平装,92320,https://img1.doubanio.com/view/subject/s/public/s1154159.jpg,https://book.douban.com/subject/1059419/,514,上海译文出版社,25.00元,8.1,2003-4,海边的卡夫卡,林少华
9787543064089,[日] 太宰治,25.00元,37196,https://img9.doubanio.com/view/subject/s/public/s7003165.jpg,https://book.douban.com/subject/6973970/,240,武汉出版社,25.00元,8.3,2011-12,人间失格,烨伊
9787208164482,[日] 吉田修一,平装,774,https://img9.doubanio.com/view/subject/s/public/s33662774.jpg,https://book.douban.com/subject/35067527/,344,上海人民出版社,55.00元,7.7,2020-7,找不到工作的一年,覃思远
9787544234726,[日] 岛田洋七,平装,19629,https://img2.doubanio.com/view/subject/s/public/s3922462.jpg,https://book.douban.com/subject/2008284/,256,南海出版公司,20.00元,8.7,2007-3,佐贺的超级阿嬷,陈宝莲
9787521702224,[日]伊藤诗织,平装,12163,https://img9.doubanio.com/view/subject/s/public/s30025945.jpg,https://book.douban.com/subject/30484795/,223,中信出版集团,48.00元,8.8,2019-4,黑箱,匡匡
9787540485252,[日] 村田沙耶香,45.00元,13729,https://img2.doubanio.com/view/subject/s/public/s29725172.jpg,https://book.douban.com/subject/28171580/,208,湖南文艺出版社·向上文学品牌,45.00元,7.7,2018-4,人间便利店,吴曦
9787540473990,[日] 凑佳苗,36.80元,11003,https://img1.doubanio.com/view/subject/s/public/s28458228.jpg,https://book.douban.com/subject/26681984/,240,湖南文艺出版社,36.80元,8.8,2016-4,告白,竺家荣
9787544245517,（日）东野圭吾,平装,126073,https://img2.doubanio.com/view/subject/s/public/s4066862.jpg,https://book.douban.com/subject/4074636/,215,南海出版公司,20.00,7.6,2010-1,放学后,赵峻
9787550230415,[日]渡边淳一,精装,23388,https://img1.doubanio.com/view/subject/s/public/s27301157.jpg,https://book.douban.com/subject/25891771/,384,北京联合出版公司,39.80元,7.7,2014-6,失乐园,竺家荣
9787532753451,[英] 石黑一雄,精装,22415,https://img3.doubanio.com/view/subject/s/public/s29857821.jpg,https://book.douban.com/subject/5988624/,249,上海译文出版社,27.00元,8.2,2011-5,远山淡影,张晓意
9787569926910,[日]小林泰三,精装,9366,https://img3.doubanio.com/view/subject/s/public/s33499480.jpg,https://book.douban.com/subject/30359030/,208,北京时代华文书局,49.00,8.5,2019-10-1,醉步男,丁丁虫
9787505936690,（日本）谷崎润一郎,平装,3403,https://img3.doubanio.com/view/subject/s/public/s1054650.jpg,https://book.douban.com/subject/1069210/,335,中国文联出版社,20.00元,7.3,2000-08,痴人之爱,郑明钦
9787544242820,[日] 村上春树,精装,80850,https://img3.doubanio.com/view/subject/s/public/s3507580.jpg,https://book.douban.com/subject/3369600/,198,南海出版公司,25.00,8.2,2009-1,当我谈跑步时我谈些什么,施小炜
9787559433725,芥川龙之介,精装,4086,https://img3.doubanio.com/view/subject/s/public/s32293921.jpg,https://book.douban.com/subject/33396515/,328,江苏凤凰文艺出版社,59.90,8.9,2019-4,罗生门,鲁迅、文洁若、文学朴
9787532767106,[日] 芥川龙之介,30.00元,3513,https://img1.doubanio.com/view/subject/s/public/s27971757.jpg,https://book.douban.com/subject/25923427/,169,上海译文出版社,30.00元,8.6,2014-9,河童,秦刚
9787513341233,[日] 原田舞叶,平装,34,https://img9.doubanio.com/view/subject/s/public/s33736356.jpg,https://book.douban.com/subject/35182229/,304,新星出版社,52.00,8.7,2020-11,浪击而不沉,星野空
9787544283830,[日]东野圭吾,精装,9813,https://img2.doubanio.com/view/subject/s/public/s28968023.jpg,https://book.douban.com/subject/26853726/,294,南海出版公司,39.80元,7.1,2016-8,假面饭店,宋扬
9787544265027,[日] 川端康成,精装,3970,https://img1.doubanio.com/view/subject/s/public/s26852737.jpg,https://book.douban.com/subject/24736901/,264,南海出版公司,35.00,8.3,2013-9-15,山音,叶渭渠
9787544255264,[日] 东野圭吾,平装,35480,https://img3.doubanio.com/view/subject/s/public/s6942170.jpg,https://book.douban.com/subject/6746289/,274,南海出版公司,28.00元,8.4,2011-9,新参者,岳远坤
9787532743001,[日] 村上春树,平装,29347,https://img1.doubanio.com/view/subject/s/public/s2897068.jpg,https://book.douban.com/subject/2158189/,521,上海译文出版社,27.00元,8.5,2007-7,海边的卡夫卡,林少华
9787514377835,池井户润,平装,1159,https://img2.doubanio.com/view/subject/s/public/s33648633.jpg,https://book.douban.com/subject/34428990/,368,现代出版社,50.00元,8.0,2019-10,半泽直树1,凌文桦
9787559639363,[日] 若竹千佐子,42.00元,1800,https://img2.doubanio.com/view/subject/s/public/s33602083.jpg,https://book.douban.com/subject/34950362/,207,北京联合出版公司,42.00元,7.6,2020-3,我将独自前行,杜海玲
9787532777631,[日]村上春树,平装,3594,https://img3.doubanio.com/view/subject/s/public/s29808501.jpg,https://book.douban.com/subject/30144098/,153,上海译文出版社,28,7.6,2018-7,且听风吟,林少华
9787532777624,[日]村上春树,平装,1097,https://img3.doubanio.com/view/subject/s/public/s33607560.jpg,https://book.douban.com/subject/30144097/,455,上海译文出版社,52,8.3,2018-7,世界尽头与冷酷仙境,林少华
9787533960544,[日] 谷崎润一郎、[日] 芥川龙之介、[日] 梦野久作、[日] 江户川乱步、[日] 佐藤春夫、[日] 山本周五郎、太宰治、[日] 海野十三、[日] 坂口安吾、小酒井不木等,366,1050,https://img9.doubanio.com/view/subject/s/public/s33621376.jpg,https://book.douban.com/subject/34998081/,,浙江文艺出版社,49.80元,7.6,,推理要在本格前,徐建雄
9787213097546,[日] 乙一,平装,798,https://img3.doubanio.com/view/subject/s/public/s33681210.jpg,https://book.douban.com/subject/35094679/,312,浙江人民出版社,45.00元,7.1,2020-8,失踪假日,张秀强、李志颖、修愚
9787544278843,（日）村上春树,精装,8118,https://img3.doubanio.com/view/subject/s/public/s28316091.jpg,https://book.douban.com/subject/26575679/,200,南海出版公司,CNY 36.00,8.4,2015-9-1,当我谈跑步时，我谈些什么（2015典藏版）,施小炜
9787559817631,[日] 涩泽龙彦,精装,508,https://img1.doubanio.com/view/subject/s/public/s33516227.jpg,https://book.douban.com/subject/33438831/,256,广西师范大学出版社,54.00,8.9,2019-11,梦的宇宙志,蕾克
9787544229418,[日] 梦枕貘,平装,9175,https://img9.doubanio.com/view/subject/s/public/s1975474.jpg,https://book.douban.com/subject/1220219/,286,南海出版公司,20.00元,8.6,2005-1,阴阳师,林青华
9787544277242,[日] 乙一,精装,2392,https://img1.doubanio.com/view/subject/s/public/s33468909.jpg,https://book.douban.com/subject/33460032/,208,南海出版公司,49.50元,8.3,2019-9,在黑暗中等,田秀娟
9787540488789,[日] 谷川俊太郎,272,2306,https://img1.doubanio.com/view/subject/s/public/s30015279.jpg,https://book.douban.com/subject/30376420/,,湖南文艺出版社,45.00元,7.1,,一个人生活,高伟健
9787510891663,[日] 涩泽龙彦,平装,96,https://img9.doubanio.com/view/subject/s/public/s33720766.jpg,https://book.douban.com/subject/35100839/,168,天使逹,2020-9,7.6,2020-9,怪奇人物博物馆,詹妍
9787532759545,[日] 三岛由纪夫,精装,1630,https://img1.doubanio.com/view/subject/s/public/s27292728.jpg,https://book.douban.com/subject/25839615/,473,上海译文出版社,50,8.9,2014-4-1,禁色,陈德文
9787530218181,(日) 东野圭吾,精装,4501,https://img2.doubanio.com/view/subject/s/public/s29860723.jpg,https://book.douban.com/subject/30210250/,256,北京十月文艺出版社,49.50元,7.6,2018-6,谁杀了她,袁斌
9787532784936,[日]小林美希,平装,504,https://img3.doubanio.com/view/subject/s/public/s33689091.jpg,https://book.douban.com/subject/35127691/,312,上海译文出版社,45.00,7.7,2020-8,不让生育的社会,廖雯雯
9787555257035,[日] 渡边淳一,平装,2644,https://img3.doubanio.com/view/subject/s/public/s29647440.jpg,https://book.douban.com/subject/27194307/,411,青岛出版社,45,7.8,2018-1,失乐园,林少华
9787539995144,[日] 中岛敦,49.80元,387,https://img2.doubanio.com/view/subject/s/public/s33516352.jpg,https://book.douban.com/subject/34795345/,240,江苏凤凰文艺出版社,49.80元,9.1,2019-11,山月记,代珂
9787544282604,[日]东野圭吾,精装,10117,https://img2.doubanio.com/view/subject/s/public/s28663923.jpg,https://book.douban.com/subject/26774897/,360,南海出版公司,45.00元,8.0,2016-6,流星之绊,徐建雄
9787544274050,(日)村上春树,平装,12878,https://img9.doubanio.com/view/subject/s/public/s27653606.jpg,https://book.douban.com/subject/25982254/,213,南海出版公司,39.00,8.1,2014-10,大萝卜和难挑的鳄梨,施小炜
9787530218488,[日] 三岛由纪夫,精装,1949,https://img9.doubanio.com/view/subject/s/public/s29856364.jpg,https://book.douban.com/subject/30255008/,192,北京十月文艺出版社,45,8.8,2018-9,潮骚,张舟
9787544274692,(日)东野圭吾,精装,31964,https://img3.doubanio.com/view/subject/s/public/s27753770.jpg,https://book.douban.com/subject/26118072/,296,南海出版公司,39.50元,7.7,2015-1,祈祷落幕时,代珂
9787530220139,[日] 三岛由纪夫,精装,619,https://img2.doubanio.com/view/subject/s/public/s33624102.jpg,https://book.douban.com/subject/34924508/,213,北京十月文艺出版社,49.50,8.9,2020-4,假面的告白,孙容成、戴焕
9787513335256,[日]秋吉理香子,平装,4831,https://img3.doubanio.com/view/subject/s/public/s30021261.jpg,https://book.douban.com/subject/30475757/,236,新星出版社,42.00,8.0,2019-3,圣母,郑晓蕾
9787544245852,[日]东野圭吾,平装,44592,https://img3.doubanio.com/view/subject/s/public/s4123451.jpg,https://book.douban.com/subject/4152754/,296,南海出版公司,25.00,7.6,2010-1,时生,徐建雄
9787540497415,[日] 伊坂幸太郎,48.00元,154,https://img9.doubanio.com/view/subject/s/public/s33723876.jpg,https://book.douban.com/subject/35152303/,312,湖南文艺出版社,48.00元,7.4,2020-9,跷跷板妖怪,吕灵芝
9787307215955,[日] 堀江敏幸,49.00,34,https://img9.doubanio.com/view/subject/s/public/s33727494.jpg,https://book.douban.com/subject/35133785/,204,武汉大学出版社,49.00,7.9,2020-9-15,法镜般的神眼之下,陆求实
9787532777617,[日]村上春树,平装,3853,https://img2.doubanio.com/view/subject/s/public/s33607563.jpg,https://book.douban.com/subject/30144095/,521,上海译文出版社,59.00,7.9,2018-8,海边的卡夫卡,林少华
9787532763863,[日] 贵志祐介,88.00,8033,https://img1.doubanio.com/view/subject/s/public/s27251177.jpg,https://book.douban.com/subject/25752955/,1075,上海译文出版社,88.00,9.0,2014-4,来自新世界 （上下）,丁丁虫
9787540471842,[日] 东野圭吾,39.80元,43625,https://img9.doubanio.com/view/subject/s/public/s28976475.jpg,https://book.douban.com/subject/26413027/,304,湖南文艺出版社,39.80元,7.5,2015-7,虚无的十字架,王蕴洁
9787544277723,东野圭吾,精装,12781,https://img2.doubanio.com/view/subject/s/public/s28112483.jpg,https://book.douban.com/subject/26387514/,312,南海出版公司,39.50元,7.6,2015-7-1,时生,徐建雄
9787544268417,[日] 村上春树,精装,36336,https://img3.doubanio.com/view/subject/s/public/s27094300.jpg,https://book.douban.com/subject/25733470/,288,南海出版公司,39.50元,8.2,2013-10-1,没有色彩的多崎作和他的巡礼之年,施小炜
9787532730001,[日] 村上春树,平装,38288,https://img1.doubanio.com/view/subject/s/public/s1801057.jpg,https://book.douban.com/subject/1291809/,450,上海译文出版社,23.00元,8.6,2002-12,世界尽头与冷酷仙境,林少华
9787540498023,[日] 涩泽龙彦,平装,87,https://img9.doubanio.com/view/subject/s/public/s33721516.jpg,https://book.douban.com/subject/35188587/,296,浦睿文化·湖南文艺出版社,56,8.4,2020-10,巴比伦空中花园,袁璟
9787513323369,[日] 坂本健一,45,5717,https://img9.doubanio.com/view/subject/s/public/s29562634.jpg,https://book.douban.com/subject/27006320/,176,新星出版社,45,8.5,2017-6-1,今日店休,吴菲
9787513303293,（日）江户川乱步,平装,5822,https://img1.doubanio.com/view/subject/s/public/s6565108.jpg,https://book.douban.com/subject/6558046/,288,新星出版社,28.00元,8.2,2011-7,人间椅子,王华懋
9787559629364,[日] 今敏,平装,8303,https://img9.doubanio.com/view/subject/s/public/s33443865.jpg,https://book.douban.com/subject/30473909/,368,北京联合出版公司,88.00元（上下册）,9.1,2019-8,OPUS 作品,Mrs.X
9787532752980,[日]青山七惠,精装,12164,https://img1.doubanio.com/view/subject/s/public/s8895208.jpg,https://book.douban.com/subject/6009666/,174,上海译文出版社,20.00元,7.5,2011-3,一个人的好天气,竺家荣
9787544269797,[日] 川端康成,精装,8205,https://img1.doubanio.com/view/subject/s/public/s27219149.jpg,https://book.douban.com/subject/25788092/,320,南海出版公司,39.50元,8.6,2014-1,古都,叶渭渠、唐月梅
9787532726172,[日] 村上春树,平装,58957,https://img1.doubanio.com/view/subject/s/public/s1029019.jpg,https://book.douban.com/subject/1039752/,141,上海译文出版社,11.80元,7.8,2001-8,且听风吟,林少华
9787544297004,[日] 乙一,精装,1001,https://img1.doubanio.com/view/subject/s/public/s33683297.jpg,https://book.douban.com/subject/34856708/,176,南海出版公司,45.00元,7.8,2020-7,将死未死的青,连子心
9787222132405,芥川龙之介,68.00元,6216,https://img3.doubanio.com/view/subject/s/public/s28302171.jpg,https://book.douban.com/subject/26627837/,472,云南人民出版社,68.00元,9.2,2015-8-7,罗生门,赵玉皎
9787544713986,[日] 伊坂幸太郎,精装,20371,https://img9.doubanio.com/view/subject/s/public/s4444885.jpg,https://book.douban.com/subject/5038409/,432,译林出版社,35.00元,9.0,2010-9,金色梦乡,李彦桦
9787544285377,[日] 村上春树,精装,19058,https://img1.doubanio.com/view/subject/s/public/s29197698.jpg,https://book.douban.com/subject/26889236/,247,南海出版公司,45.00元,8.3,2017-1,我的职业是小说家,施小炜
9787213095931,[日]角田光代,48,5378,https://img2.doubanio.com/view/subject/s/public/s33535142.jpg,https://book.douban.com/subject/34911983/,360,浙江人民出版社,48,8.3,2020-1,坡道上的家,杨明绮
9787532743513,[日] 青山七惠,平装,84051,https://img9.doubanio.com/view/subject/s/public/s2732804.jpg,https://book.douban.com/subject/2250587/,141,上海译文出版社,15.00元,7.6,2007-9,一个人的好天气,竺家荣
9787563334421,[日] 川端康成,平装,47612,https://img3.doubanio.com/view/subject/s/public/s1056010.jpg,https://book.douban.com/subject/1005521/,318,广西师范大学出版社,23.80元,8.2,2002-2,伊豆的舞女,叶渭渠
9787559610935,[日] 是枝裕和,平装,11080,https://img9.doubanio.com/view/subject/s/public/s29952694.jpg,https://book.douban.com/subject/30374817/,280,北京联合出版公司,45.00,8.6,2019-1,小偷家族,赵仲明
9787544296274,[日] 乙一,精装,10180,https://img9.doubanio.com/view/subject/s/public/s33451826.jpg,https://book.douban.com/subject/34778574/,192,南海出版公司,45.00,7.5,2019-9,夏天、烟火和我的尸体,连子心
9787532741977,[日]夏目漱石,平装,9671,https://img1.doubanio.com/view/subject/s/public/s27245349.jpg,https://book.douban.com/subject/2046977/,397,上海译文出版社,14.00,8.1,2007-3,我是猫,刘振瀛
9787540484651,[日] 是枝裕和、[日] 佐野晶,49.80,17960,https://img3.doubanio.com/view/subject/s/public/s29707420.jpg,https://book.douban.com/subject/27611824/,298,湖南文艺出版社,49.80,8.9,2018-4,如父如子,丹勇
9787506380263,太宰治,平装,33491,https://img3.doubanio.com/view/subject/s/public/s28323390.jpg,https://book.douban.com/subject/26647769/,219,作家出版社,25.00元,8.2,2015-8,人间失格,杨伟
9787020107407,[日] 紫式部,精装,2533,https://img3.doubanio.com/view/subject/s/public/s28280241.jpg,https://book.douban.com/subject/26291587/,1068,人民文学出版社,75.00元,8.0,2015-8,源氏物语,丰子恺
9787122346032,[日]冈岛二人,平装,11236,https://img1.doubanio.com/view/subject/s/public/s33317677.jpg,https://book.douban.com/subject/33658616/,320,化学工业出版社,48.00元,8.8,2019-11,克莱因壶,张舟
9787201048161,[日] 岩井俊二,平装,89546,https://img9.doubanio.com/view/subject/s/public/s1127135.jpg,https://book.douban.com/subject/1080370/,256,天津人民出版社,18.00元,8.6,2004-7,情书,穆晓芳
9787532744565,[日] 三岛由纪夫,平装,21851,https://img3.doubanio.com/view/subject/s/public/s3511590.jpg,https://book.douban.com/subject/3391248/,227,上海译文出版社,24.00,8.7,2009-1,金阁寺,唐月梅
