电影名,演员,时间,评分我不是药神,徐峥,周一围,王传君,2018-07-05,9.6
电影名,演员,时间,评分肖申克的救赎,蒂姆·罗宾斯,摩根·弗里曼,鲍勃·冈顿,1994-09-10(加拿大),9.5
电影名,演员,时间,评分绿皮书,维果·莫腾森,马赫沙拉·阿里,琳达·卡德里尼,2019-03-01,9.5
电影名,演员,时间,评分海上钢琴师,蒂姆·罗斯,比尔·努恩,克兰伦斯·威廉姆斯三世,2019-11-15,9.3
电影名,演员,时间,评分哪吒之魔童降世,吕艳婷,囧森瑟夫,瀚墨,2019-07-26,9.6
电影名,演员,时间,评分小偷家族,中川雅也,安藤樱,松冈茉优,2018-08-03,8.1
电影名,演员,时间,评分霸王别姬,张国荣,张丰毅,巩俐,1993-07-26,9.5
电影名,演员,时间,评分美丽人生,罗伯托·贝尼尼,朱斯蒂诺·杜拉诺,赛尔乔·比尼·布斯特里克,2020-01-03,9.3
电影名,演员,时间,评分盗梦空间,莱昂纳多·迪卡普里奥,渡边谦,约瑟夫·高登-莱维特,2010-09-01,9.0
电影名,演员,时间,评分这个杀手不太冷,让·雷诺,加里·奥德曼,娜塔莉·波特曼,1994-09-14(法国),9.4
电影名,演员,时间,评分怦然心动,玛德琳·卡罗尔,卡兰·麦克奥利菲,艾丹•奎因,2010-07-26(美国),8.9
电影名,演员,时间,评分星际穿越,马修·麦康纳,安妮·海瑟薇,杰西卡·查斯坦,2014-11-12,9.3
电影名,演员,时间,评分千与千寻,柊瑠美,周冬雨,入野自由,2019-06-21,9.3
电影名,演员,时间,评分阿甘正传,汤姆·汉克斯,罗宾·怀特,加里·西尼斯,1994-07-06(美国),9.4
电影名,演员,时间,评分触不可及,弗朗索瓦·克鲁塞,奥玛·希,安娜·勒尼,2011-11-02(法国),9.1
电影名,演员,时间,评分楚门的世界,金·凯瑞,劳拉·琳妮,诺亚·艾默里奇,1998(罗马尼亚),8.9
电影名,演员,时间,评分寻梦环游记,安东尼·冈萨雷斯,本杰明·布拉特,盖尔·加西亚·贝纳尔,2017-11-24,9.6
电影名,演员,时间,评分辛德勒的名单,连姆·尼森,拉尔夫·费因斯,本·金斯利,1993-11-30(美国),9.2
电影名,演员,时间,评分小丑,华金·菲尼克斯,罗伯特·德尼罗,亚历克·鲍德温,2019-10-04(美国),8.6
电影名,演员,时间,评分摔跤吧！爸爸,阿米尔·汗,沙克希·坦沃,法缇玛·萨那·纱卡,2017-05-05,9.8
电影名,演员,时间,评分何以为家,赞恩·阿尔·拉菲亚,约丹诺斯·希费罗,博鲁瓦蒂夫·特雷杰·班科尔,2019-04-29,9.3
电影名,演员,时间,评分少年派的奇幻漂流,苏拉·沙玛,伊尔凡·可汗,塔布,2012-11-22,9.0
电影名,演员,时间,评分忠犬八公的故事,Forest,理查·基尔,琼·艾伦,2009-06-13(美国),9.3
电影名,演员,时间,评分当幸福来敲门,威尔·史密斯,贾登·史密斯,坦迪·牛顿,2008-01-17,9.3
电影名,演员,时间,评分情书,中山美穗,丰川悦司,范文雀,1999-03,8.7
电影名,演员,时间,评分放牛班的春天,热拉尔·朱尼奥,让-巴蒂斯特·莫尼耶,玛丽·布奈尔,2004-10-16,8.8
电影名,演员,时间,评分泰坦尼克号,莱昂纳多·迪卡普里奥,凯特·温丝莱特,比利·赞恩,1998-04-03,9.4
电影名,演员,时间,评分龙猫,秦岚,糸井重里,岛本须美,2018-12-14,9.2
电影名,演员,时间,评分熔炉,孔刘,郑有美,金智英,2011-09-22(韩国),8.8
电影名,演员,时间,评分复仇者联盟4：终局之战,小罗伯特·唐尼,克里斯·埃文斯,马克·鲁法洛,2019-04-24,9.1
电影名,演员,时间,评分三傻大闹宝莱坞,阿米尔·汗,黄渤,卡琳娜·卡普,2011-12-08,9.1
电影名,演员,时间,评分教父,马龙·白兰度,阿尔·帕西诺,詹姆斯·肯恩,2015-04-18,9.3
电影名,演员,时间,评分被嫌弃的松子的一生,中谷美纪,永山瑛太,伊势谷友介,2006-05-27(日本),8.5
电影名,演员,时间,评分头号玩家,泰伊·谢里丹,奥利维亚·库克,本·门德尔森,2018-03-30,9.0
电影名,演员,时间,评分看不见的客人,马里奥·卡萨斯,阿娜·瓦格纳,何塞·科罗纳多,2017-09-15,9.4
电影名,演员,时间,评分三块广告牌,弗兰西斯·麦克多蒙德,伍迪·哈里森,山姆·洛克威尔,2018-03-02,8.6
电影名,演员,时间,评分疯狂动物城,金妮弗·古德温,杰森·贝特曼,伊德瑞斯·艾尔巴,2016-03-04,9.5
电影名,演员,时间,评分活着,葛优,巩俐,牛犇,1994-05-17(法国),9.0
电影名,演员,时间,评分天堂电影院,菲利浦·诺瓦雷,赛尔乔·卡斯特利托,蒂兹亚娜·罗达托,1988-09-29(意大利),9.2
电影名,演员,时间,评分死亡诗社,罗宾·威廉姆斯,伊桑·霍克,柯特伍德·史密斯,1989-06-02(加拿大),8.7
电影名,演员,时间,评分请以你的名字呼唤我,提莫西·查拉梅,艾米·汉莫,迈克尔·斯图巴,2017-01-22(美国),8.0
电影名,演员,时间,评分闻香识女人,阿尔·帕西诺,克里斯·奥唐纳,加布里埃尔·安瓦尔,1992-12-23(美国),8.8
电影名,演员,时间,评分机器人总动员,本·贝尔特,艾丽莎·奈特,杰夫·格尔林,2008-06-27(美国),9.3
电影名,演员,时间,评分末代皇帝,尊龙,陈冲,彼得·奥图尔,1987-10-04(日本),8.8
电影名,演员,时间,评分西西里的美丽传说,莫妮卡·安娜·玛丽亚·贝鲁奇,朱塞佩·苏尔法罗,玛蒂尔德·皮亚纳,2000-10-26(意大利),8.2
电影名,演员,时间,评分本杰明·巴顿奇事,布拉德·皮特,凯特·布兰切特,塔拉吉·P·汉森,2008-12-25(美国),8.8
电影名,演员,时间,评分窃听风暴,乌尔里希·穆埃,塞巴斯蒂安·科赫,马蒂娜·格德克,2006-03-23(德国),9.0
电影名,演员,时间,评分飞越疯人院,杰克·尼科尔森,路易丝·弗莱彻,威尔·萨姆森,1975-11-19(美国),8.8
电影名,演员,时间,评分美国往事,罗伯特·德尼罗,詹姆斯·伍兹,伊丽莎白·麦戈文,2015-04-23,9.1
电影名,演员,时间,评分搏击俱乐部,爱德华·哈里森·诺顿,布拉德·皮特,海伦娜·伯翰·卡特,1999-09-10(意大利),8.8
电影名,演员,时间,评分天使爱美丽,奥黛丽·塔图,马修·卡索维茨,吕菲斯,2001-04-25(比利时),8.4
电影名,演员,时间,评分让子弹飞,姜文,周润发,葛优,2010-12-16,8.4
电影名,演员,时间,评分飞屋环游记,爱德华·阿斯纳,乔丹·长井,鲍勃·彼德森,2009-08-04,8.9
电影名,演员,时间,评分乱世佳人,费雯·丽,克拉克·盖博,奥利维娅·德哈维兰,1939-12-15(美国),9.1
电影名,演员,时间,评分一一,吴念真,金燕玲,李凯莉,2017-07-28(中国台湾),8.9
电影名,演员,时间,评分菊次郎的夏天,北野武,关口雄介,岸本 加世子,2020-09-25,8.8
电影名,演员,时间,评分美丽心灵,罗素·克劳,詹妮弗·康纳利,艾德·哈里斯,2001-12-13(美国),8.8
电影名,演员,时间,评分大话西游之大圣娶亲,周星驰,朱茵,莫文蔚,2014-10-24,8.8
电影名,演员,时间,评分蝴蝶效应,阿什顿·库彻,约翰·帕特里克·阿梅多利,艾米·斯马特,2004-01-23(美国),8.7
电影名,演员,时间,评分消失的爱人,本·阿弗莱克,裴淳华,尼尔·帕特里克·哈里斯,2014-09-26(美国),8.7
电影名,演员,时间,评分罗马假日,格利高里·派克,奥黛丽·赫本,埃迪·艾伯特,1953-08-20(意大利),9.1
电影名,演员,时间,评分布达佩斯大饭店,拉尔夫·费因斯,托尼·雷沃罗利,西尔莎·罗南,2014-06-14,8.7
电影名,演员,时间,评分海边的曼彻斯特,卡西·阿弗莱克,卢卡斯·赫奇斯,米歇尔·威廉姆斯,2017-08-25,8.8
电影名,演员,时间,评分低俗小说,约翰·特拉沃尔塔,乌玛·瑟曼,塞缪尔·杰克逊,1994-05-21(法国),8.6
电影名,演员,时间,评分爱在黎明破晓前,伊桑·霍克,朱莉·德尔佩,安德莉亚·埃克特,1995-01-27(美国),8.7
电影名,演员,时间,评分七宗罪,布拉德·皮特,摩根·弗里曼,格温妮斯·帕特洛,1995-09-22(美国),8.7
电影名,演员,时间,评分阿凡达,萨姆·沃辛顿,佐伊·索尔达娜,米歇尔·罗德里格兹,2010-01-04,8.9
电影名,演员,时间,评分海蒂和爷爷,阿努克·斯特芬,布鲁诺·甘茨,昆林·艾格匹,2019-05-16,9.5
电影名,演员,时间,评分超脱,艾德里安·布洛迪,马西娅·盖伊·哈登,詹姆斯·肯恩,2011-04-25(美国),8.7
电影名,演员,时间,评分釜山行,孔刘,郑有美,马东锡,2016-05-13(法国),8.9
电影名,演员,时间,评分春光乍泄,张国荣,梁朝伟,张震,1997-05-17(法国),9.2
电影名,演员,时间,评分波西米亚狂想曲,拉米·马雷克,本·哈迪,约瑟夫•梅泽罗,2019-03-22,9.4
电影名,演员,时间,评分爱在日落黄昏时,伊桑·霍克,朱莉·德尔佩,弗农·多布切夫,2015-04-20,8.7
电影名,演员,时间,评分天空之城,寺田农,鹫尾真知子,龟山助清,1992-05-01,9.0
电影名,演员,时间,评分无间道,刘德华,梁朝伟,黄秋生,2003-09-05,9.1
电影名,演员,时间,评分辩护人,宋康昊,郭度沅,吴达洙,2013-12-18(韩国),8.8
电影名,演员,时间,评分剪刀手爱德华,约翰尼·德普,薇诺娜·瑞德,黛安娜·威斯特,1990-12-06(美国),8.8
电影名,演员,时间,评分素媛,李甄,薛耿求,严智苑,2013-10-02(韩国),9.1
电影名,演员,时间,评分穿条纹睡衣的男孩,阿沙·巴特菲尔德,维拉·法梅加,大卫·休里斯,2008-08-28(英国),9.0
电影名,演员,时间,评分网络谜踪,约翰·赵,米切尔·拉,黛博拉·梅辛,2018-12-14,8.6
电影名,演员,时间,评分心灵捕手,罗宾·威廉姆斯,马特·达蒙,明妮·德里弗,1997-12-05(美国),8.3
电影名,演员,时间,评分断背山,希斯·莱杰,杰克·吉伦哈尔,米歇尔·威廉姆斯,2005-09-02(意大利),8.9
电影名,演员,时间,评分蜘蛛侠：平行宇宙,沙梅克·摩尔,彭昱畅,杰克·M·约翰森,2018-12-21,8.8
电影名,演员,时间,评分致命魔术,休·杰克曼,克里斯蒂安·贝尔,迈克尔·凯恩,2006-10-17(意大利),8.8
电影名,演员,时间,评分蝙蝠侠：黑暗骑士,克里斯蒂安·贝尔,希斯·莱杰,阿伦·伊克哈特,2008-07-14(阿根廷),9.3
电影名,演员,时间,评分十二怒汉,亨利·方达,李·科布,马丁·鲍尔萨姆,1957-04-13(美国),9.1
电影名,演员,时间,评分控方证人,泰隆·鲍华,玛琳·黛德丽,查尔斯·劳顿,1957-12-17(美国),8.5
电影名,演员,时间,评分两杆大烟枪,杰森·弗莱明,德克斯特·弗莱彻,杰森•斯坦森,1998-08-28(英国),8.7
电影名,演员,时间,评分1917,乔治·麦凯,迪恩·查尔斯·查普曼,马克·斯特朗,2020-08-07,8.6
电影名,演员,时间,评分大鱼,伊万·麦克格雷格,阿尔伯特·芬尼,杰西卡·兰格,2003-12-04(美国),8.6
电影名,演员,时间,评分血战钢锯岭,安德鲁·加菲尔德,雨果·维文,卢克·布雷西,2016-12-08,9.3
电影名,演员,时间,评分奇迹男孩,雅各布·特瑞布雷,朱莉娅·罗伯茨,欧文·威尔逊,2018-01-19,9.2
电影名,演员,时间,评分真爱至上,休·格兰特,比尔·奈伊,连姆·尼森,2003-11-21(英国),8.6
电影名,演员,时间,评分猫鼠游戏,莱昂纳多·迪卡普里奥,汤姆·汉克斯,克里斯托弗·沃肯,2003-04-11,8.5
电影名,演员,时间,评分饮食男女,郎雄,吴倩莲,杨贵媚,1994-08-03(美国),8.8
电影名,演员,时间,评分时空恋旅人,瑞秋·麦克亚当斯,多姆纳尔·格里森,比尔·奈伊,2013-09-04(英国),8.8
电影名,演员,时间,评分模仿游戏,本尼迪克特·康伯巴奇,凯拉·奈特莉,马修·古迪,2015-07-21,9.3
电影名,演员,时间,评分黑天鹅,娜塔莉·波特曼,文森特·卡索,米拉·库妮丝,2010-09-01(意大利),8.7
电影名,演员,时间,评分鬼子来了,姜文,姜宏波,陈强,2000-05-13(法国),8.9
电影名,演员,时间,评分爱尔兰人,罗伯特·德尼罗,阿尔·帕西诺,乔·佩西,2019-11-27(美国),8.5
电影名,演员,时间,评分
我不是药神,徐峥,周一围,王传君,2018-07-05,9.6
电影名,演员,时间,评分
肖申克的救赎,蒂姆·罗宾斯,摩根·弗里曼,鲍勃·冈顿,1994-09-10(加拿大),9.5
电影名,演员,时间,评分
绿皮书,维果·莫腾森,马赫沙拉·阿里,琳达·卡德里尼,2019-03-01,9.5
电影名,演员,时间,评分
海上钢琴师,蒂姆·罗斯,比尔·努恩,克兰伦斯·威廉姆斯三世,2019-11-15,9.3
电影名,演员,时间,评分
哪吒之魔童降世,吕艳婷,囧森瑟夫,瀚墨,2019-07-26,9.6
电影名,演员,时间,评分
小偷家族,中川雅也,安藤樱,松冈茉优,2018-08-03,8.1
电影名,演员,时间,评分
霸王别姬,张国荣,张丰毅,巩俐,1993-07-26,9.5
电影名,演员,时间,评分
美丽人生,罗伯托·贝尼尼,朱斯蒂诺·杜拉诺,赛尔乔·比尼·布斯特里克,2020-01-03,9.3
电影名,演员,时间,评分
盗梦空间,莱昂纳多·迪卡普里奥,渡边谦,约瑟夫·高登-莱维特,2010-09-01,9.0
电影名,演员,时间,评分
这个杀手不太冷,让·雷诺,加里·奥德曼,娜塔莉·波特曼,1994-09-14(法国),9.4
电影名,演员,时间,评分
怦然心动,玛德琳·卡罗尔,卡兰·麦克奥利菲,艾丹•奎因,2010-07-26(美国),8.9
电影名,演员,时间,评分
星际穿越,马修·麦康纳,安妮·海瑟薇,杰西卡·查斯坦,2014-11-12,9.3
电影名,演员,时间,评分
千与千寻,柊瑠美,周冬雨,入野自由,2019-06-21,9.3
电影名,演员,时间,评分
阿甘正传,汤姆·汉克斯,罗宾·怀特,加里·西尼斯,1994-07-06(美国),9.4
电影名,演员,时间,评分
触不可及,弗朗索瓦·克鲁塞,奥玛·希,安娜·勒尼,2011-11-02(法国),9.1
电影名,演员,时间,评分
楚门的世界,金·凯瑞,劳拉·琳妮,诺亚·艾默里奇,1998(罗马尼亚),8.9
电影名,演员,时间,评分
寻梦环游记,安东尼·冈萨雷斯,本杰明·布拉特,盖尔·加西亚·贝纳尔,2017-11-24,9.6
电影名,演员,时间,评分
辛德勒的名单,连姆·尼森,拉尔夫·费因斯,本·金斯利,1993-11-30(美国),9.2
电影名,演员,时间,评分
小丑,华金·菲尼克斯,罗伯特·德尼罗,亚历克·鲍德温,2019-10-04(美国),8.6
电影名,演员,时间,评分
摔跤吧！爸爸,阿米尔·汗,沙克希·坦沃,法缇玛·萨那·纱卡,2017-05-05,9.8
电影名,演员,时间,评分
何以为家,赞恩·阿尔·拉菲亚,约丹诺斯·希费罗,博鲁瓦蒂夫·特雷杰·班科尔,2019-04-29,9.3
电影名,演员,时间,评分
少年派的奇幻漂流,苏拉·沙玛,伊尔凡·可汗,塔布,2012-11-22,9.0
电影名,演员,时间,评分
忠犬八公的故事,Forest,理查·基尔,琼·艾伦,2009-06-13(美国),9.3
电影名,演员,时间,评分
当幸福来敲门,威尔·史密斯,贾登·史密斯,坦迪·牛顿,2008-01-17,9.3
电影名,演员,时间,评分
情书,中山美穗,丰川悦司,范文雀,1999-03,8.7
电影名,演员,时间,评分
放牛班的春天,热拉尔·朱尼奥,让-巴蒂斯特·莫尼耶,玛丽·布奈尔,2004-10-16,8.8
电影名,演员,时间,评分
泰坦尼克号,莱昂纳多·迪卡普里奥,凯特·温丝莱特,比利·赞恩,1998-04-03,9.4
电影名,演员,时间,评分
龙猫,秦岚,糸井重里,岛本须美,2018-12-14,9.2
电影名,演员,时间,评分
熔炉,孔刘,郑有美,金智英,2011-09-22(韩国),8.8
电影名,演员,时间,评分
复仇者联盟4：终局之战,小罗伯特·唐尼,克里斯·埃文斯,马克·鲁法洛,2019-04-24,9.1
电影名,演员,时间,评分
三傻大闹宝莱坞,阿米尔·汗,黄渤,卡琳娜·卡普,2011-12-08,9.1
电影名,演员,时间,评分
教父,马龙·白兰度,阿尔·帕西诺,詹姆斯·肯恩,2015-04-18,9.3
电影名,演员,时间,评分
被嫌弃的松子的一生,中谷美纪,永山瑛太,伊势谷友介,2006-05-27(日本),8.5
电影名,演员,时间,评分
头号玩家,泰伊·谢里丹,奥利维亚·库克,本·门德尔森,2018-03-30,9.0
电影名,演员,时间,评分
看不见的客人,马里奥·卡萨斯,阿娜·瓦格纳,何塞·科罗纳多,2017-09-15,9.4
电影名,演员,时间,评分
三块广告牌,弗兰西斯·麦克多蒙德,伍迪·哈里森,山姆·洛克威尔,2018-03-02,8.6
电影名,演员,时间,评分
疯狂动物城,金妮弗·古德温,杰森·贝特曼,伊德瑞斯·艾尔巴,2016-03-04,9.5
电影名,演员,时间,评分
活着,葛优,巩俐,牛犇,1994-05-17(法国),9.0
电影名,演员,时间,评分
天堂电影院,菲利浦·诺瓦雷,赛尔乔·卡斯特利托,蒂兹亚娜·罗达托,1988-09-29(意大利),9.2
电影名,演员,时间,评分
死亡诗社,罗宾·威廉姆斯,伊桑·霍克,柯特伍德·史密斯,1989-06-02(加拿大),8.7
电影名,演员,时间,评分
请以你的名字呼唤我,提莫西·查拉梅,艾米·汉莫,迈克尔·斯图巴,2017-01-22(美国),8.0
电影名,演员,时间,评分
闻香识女人,阿尔·帕西诺,克里斯·奥唐纳,加布里埃尔·安瓦尔,1992-12-23(美国),8.8
电影名,演员,时间,评分
机器人总动员,本·贝尔特,艾丽莎·奈特,杰夫·格尔林,2008-06-27(美国),9.3
电影名,演员,时间,评分
末代皇帝,尊龙,陈冲,彼得·奥图尔,1987-10-04(日本),8.8
电影名,演员,时间,评分
西西里的美丽传说,莫妮卡·安娜·玛丽亚·贝鲁奇,朱塞佩·苏尔法罗,玛蒂尔德·皮亚纳,2000-10-26(意大利),8.2
电影名,演员,时间,评分
本杰明·巴顿奇事,布拉德·皮特,凯特·布兰切特,塔拉吉·P·汉森,2008-12-25(美国),8.8
电影名,演员,时间,评分
窃听风暴,乌尔里希·穆埃,塞巴斯蒂安·科赫,马蒂娜·格德克,2006-03-23(德国),9.0
电影名,演员,时间,评分
飞越疯人院,杰克·尼科尔森,路易丝·弗莱彻,威尔·萨姆森,1975-11-19(美国),8.8
电影名,演员,时间,评分
美国往事,罗伯特·德尼罗,詹姆斯·伍兹,伊丽莎白·麦戈文,2015-04-23,9.1
电影名,演员,时间,评分
搏击俱乐部,爱德华·哈里森·诺顿,布拉德·皮特,海伦娜·伯翰·卡特,1999-09-10(意大利),8.8
电影名,演员,时间,评分
天使爱美丽,奥黛丽·塔图,马修·卡索维茨,吕菲斯,2001-04-25(比利时),8.4
电影名,演员,时间,评分
让子弹飞,姜文,周润发,葛优,2010-12-16,8.4
电影名,演员,时间,评分
飞屋环游记,爱德华·阿斯纳,乔丹·长井,鲍勃·彼德森,2009-08-04,8.9
电影名,演员,时间,评分
乱世佳人,费雯·丽,克拉克·盖博,奥利维娅·德哈维兰,1939-12-15(美国),9.1
电影名,演员,时间,评分
一一,吴念真,金燕玲,李凯莉,2017-07-28(中国台湾),8.9
电影名,演员,时间,评分
菊次郎的夏天,北野武,关口雄介,岸本 加世子,2020-09-25,8.8
电影名,演员,时间,评分
美丽心灵,罗素·克劳,詹妮弗·康纳利,艾德·哈里斯,2001-12-13(美国),8.8
电影名,演员,时间,评分
大话西游之大圣娶亲,周星驰,朱茵,莫文蔚,2014-10-24,8.8
电影名,演员,时间,评分
蝴蝶效应,阿什顿·库彻,约翰·帕特里克·阿梅多利,艾米·斯马特,2004-01-23(美国),8.7
电影名,演员,时间,评分
消失的爱人,本·阿弗莱克,裴淳华,尼尔·帕特里克·哈里斯,2014-09-26(美国),8.7
电影名,演员,时间,评分
罗马假日,格利高里·派克,奥黛丽·赫本,埃迪·艾伯特,1953-08-20(意大利),9.1
电影名,演员,时间,评分
布达佩斯大饭店,拉尔夫·费因斯,托尼·雷沃罗利,西尔莎·罗南,2014-06-14,8.7
电影名,演员,时间,评分
海边的曼彻斯特,卡西·阿弗莱克,卢卡斯·赫奇斯,米歇尔·威廉姆斯,2017-08-25,8.8
电影名,演员,时间,评分
低俗小说,约翰·特拉沃尔塔,乌玛·瑟曼,塞缪尔·杰克逊,1994-05-21(法国),8.6
电影名,演员,时间,评分
爱在黎明破晓前,伊桑·霍克,朱莉·德尔佩,安德莉亚·埃克特,1995-01-27(美国),8.7
电影名,演员,时间,评分
七宗罪,布拉德·皮特,摩根·弗里曼,格温妮斯·帕特洛,1995-09-22(美国),8.7
电影名,演员,时间,评分
阿凡达,萨姆·沃辛顿,佐伊·索尔达娜,米歇尔·罗德里格兹,2010-01-04,8.9
电影名,演员,时间,评分
海蒂和爷爷,阿努克·斯特芬,布鲁诺·甘茨,昆林·艾格匹,2019-05-16,9.5
电影名,演员,时间,评分
超脱,艾德里安·布洛迪,马西娅·盖伊·哈登,詹姆斯·肯恩,2011-04-25(美国),8.7
电影名,演员,时间,评分
釜山行,孔刘,郑有美,马东锡,2016-05-13(法国),8.9
电影名,演员,时间,评分
春光乍泄,张国荣,梁朝伟,张震,1997-05-17(法国),9.2
电影名,演员,时间,评分
波西米亚狂想曲,拉米·马雷克,本·哈迪,约瑟夫•梅泽罗,2019-03-22,9.4
电影名,演员,时间,评分
爱在日落黄昏时,伊桑·霍克,朱莉·德尔佩,弗农·多布切夫,2015-04-20,8.7
电影名,演员,时间,评分
天空之城,寺田农,鹫尾真知子,龟山助清,1992-05-01,9.0
电影名,演员,时间,评分
无间道,刘德华,梁朝伟,黄秋生,2003-09-05,9.1
电影名,演员,时间,评分
辩护人,宋康昊,郭度沅,吴达洙,2013-12-18(韩国),8.8
电影名,演员,时间,评分
剪刀手爱德华,约翰尼·德普,薇诺娜·瑞德,黛安娜·威斯特,1990-12-06(美国),8.8
电影名,演员,时间,评分
素媛,李甄,薛耿求,严智苑,2013-10-02(韩国),9.1
电影名,演员,时间,评分
穿条纹睡衣的男孩,阿沙·巴特菲尔德,维拉·法梅加,大卫·休里斯,2008-08-28(英国),9.0
电影名,演员,时间,评分
网络谜踪,约翰·赵,米切尔·拉,黛博拉·梅辛,2018-12-14,8.6
电影名,演员,时间,评分
心灵捕手,罗宾·威廉姆斯,马特·达蒙,明妮·德里弗,1997-12-05(美国),8.3
电影名,演员,时间,评分
断背山,希斯·莱杰,杰克·吉伦哈尔,米歇尔·威廉姆斯,2005-09-02(意大利),8.9
电影名,演员,时间,评分
蜘蛛侠：平行宇宙,沙梅克·摩尔,彭昱畅,杰克·M·约翰森,2018-12-21,8.8
电影名,演员,时间,评分
致命魔术,休·杰克曼,克里斯蒂安·贝尔,迈克尔·凯恩,2006-10-17(意大利),8.8
电影名,演员,时间,评分
蝙蝠侠：黑暗骑士,克里斯蒂安·贝尔,希斯·莱杰,阿伦·伊克哈特,2008-07-14(阿根廷),9.3
电影名,演员,时间,评分
十二怒汉,亨利·方达,李·科布,马丁·鲍尔萨姆,1957-04-13(美国),9.1
电影名,演员,时间,评分
控方证人,泰隆·鲍华,玛琳·黛德丽,查尔斯·劳顿,1957-12-17(美国),8.5
电影名,演员,时间,评分
两杆大烟枪,杰森·弗莱明,德克斯特·弗莱彻,杰森•斯坦森,1998-08-28(英国),8.7
电影名,演员,时间,评分
1917,乔治·麦凯,迪恩·查尔斯·查普曼,马克·斯特朗,2020-08-07,8.6
电影名,演员,时间,评分
大鱼,伊万·麦克格雷格,阿尔伯特·芬尼,杰西卡·兰格,2003-12-04(美国),8.6
电影名,演员,时间,评分
血战钢锯岭,安德鲁·加菲尔德,雨果·维文,卢克·布雷西,2016-12-08,9.3
电影名,演员,时间,评分
奇迹男孩,雅各布·特瑞布雷,朱莉娅·罗伯茨,欧文·威尔逊,2018-01-19,9.2
电影名,演员,时间,评分
真爱至上,休·格兰特,比尔·奈伊,连姆·尼森,2003-11-21(英国),8.6
电影名,演员,时间,评分
猫鼠游戏,莱昂纳多·迪卡普里奥,汤姆·汉克斯,克里斯托弗·沃肯,2003-04-11,8.5
电影名,演员,时间,评分
饮食男女,郎雄,吴倩莲,杨贵媚,1994-08-03(美国),8.8
电影名,演员,时间,评分
时空恋旅人,瑞秋·麦克亚当斯,多姆纳尔·格里森,比尔·奈伊,2013-09-04(英国),8.8
电影名,演员,时间,评分
模仿游戏,本尼迪克特·康伯巴奇,凯拉·奈特莉,马修·古迪,2015-07-21,9.3
电影名,演员,时间,评分
黑天鹅,娜塔莉·波特曼,文森特·卡索,米拉·库妮丝,2010-09-01(意大利),8.7
电影名,演员,时间,评分
鬼子来了,姜文,姜宏波,陈强,2000-05-13(法国),8.9
电影名,演员,时间,评分
爱尔兰人,罗伯特·德尼罗,阿尔·帕西诺,乔·佩西,2019-11-27(美国),8.5
